Event,Magnitude,Fault Type,Distance,Depth,Station,Instrument,T* Class,P* Class,PGA,SA 0.01s,SA 0.02s,SA 0.03s,SA 0.05s,SA 0.07s,SA 0.1s,SA 0.15s,SA 0.2s,SA 0.25s, SA 0.3s,SA 0.4s,SA 0.5s,SA 0.75s,SA 1s,SA 1.5s,SA 2s,SA 3s,SA 4s,SA 5s,SA 7.5s,SA 10s
1404030243,7.7,0.0,246.68,27.7,ACHA,ETNA,VI,None,9.43E-02,9.56E-02,9.63E-02,9.65E-02,9.74E-02,1.15E-01,1.23E-01,2.17E-01,2.79E-01,2.33E-01,2.53E-01,2.43E-01,1.92E-01,1.28E-01,9.42E-02,7.99E-02,3.71E-02,1.08E-02,5.51E-03,3.34E-03,1.86E-03,9.99E-04  
1404012346,8.2,0.0,77,38.9,ACO,SMA-1,VI,None,1.80E-01,1.81E-01,1.81E-01,1.83E-01,1.88E-01,1.96E-01,2.79E-01,3.36E-01,2.98E-01,3.89E-01,3.58E-01,4.10E-01,5.92E-01,3.60E-01,3.04E-01,1.26E-01,5.78E-02,1.88E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404030243,7.7,0.0,229.51,27.7,ACO,SMA-1,VI,None,7.08E-02,7.10E-02,7.14E-02,7.20E-02,8.10E-02,8.73E-02,1.00E-01,1.42E-01,1.35E-01,1.88E-01,1.50E-01,2.52E-01,2.62E-01,1.52E-01,9.69E-02,4.09E-02,2.23E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1106201635,6.4,1.0,147.09,128.7,CALA,ETNA,V,B,2.27E-02,2.40E-02,2.99E-02,3.41E-02,7.01E-02,6.08E-02,3.49E-02,3.20E-02,3.72E-02,2.98E-02,3.68E-02,2.29E-02,2.11E-02,2.36E-02,2.27E-02,1.47E-02,5.40E-03,1.98E-03,9.02E-04,6.14E-04,3.58E-04,2.18E-04  
1210080150,5.7,1.0,146.75,121.3,CALA,ETNA,V,B,7.10E-03,7.45E-03,8.64E-03,9.07E-03,1.72E-02,1.72E-02,9.58E-03,9.21E-03,1.17E-02,9.23E-03,9.05E-03,1.03E-02,9.33E-03,1.10E-02,1.25E-02,1.41E-02,5.37E-03,1.71E-03,8.25E-04,5.01E-04,2.13E-04,1.11E-04  
1308230834,5.8,1.0,119.5,117.5,CALA,ETNA,V,B,3.90E-02,3.97E-02,4.24E-02,5.61E-02,1.01E-01,1.08E-01,5.97E-02,5.97E-02,4.63E-02,3.84E-02,2.40E-02,1.40E-02,1.16E-02,8.56E-03,5.24E-03,5.10E-03,2.96E-03,1.14E-03,5.74E-04,3.21E-04,1.33E-04,7.34E-05  
1402121143,5.6,1.0,101.42,99.9,CALA,ETNA,V,B,5.14E-02,5.28E-02,5.66E-02,6.55E-02,1.24E-01,1.28E-01,1.07E-01,1.56E-01,9.32E-02,7.98E-02,4.53E-02,2.33E-02,2.16E-02,1.20E-02,1.16E-02,5.53E-03,2.82E-03,1.22E-03,6.18E-04,4.04E-04,1.79E-04,9.90E-05  
1404012346,8.2,0.0,293.53,38.9,CALA,ETNA,V,B,2.12E-02,2.13E-02,2.14E-02,2.18E-02,2.57E-02,2.99E-02,2.98E-02,3.74E-02,4.77E-02,3.81E-02,4.26E-02,5.00E-02,5.21E-02,4.54E-02,5.05E-02,3.55E-02,2.99E-02,1.20E-02,7.36E-03,4.75E-03,0.00E+00,0.00E+00  
1404030243,7.7,0.0,274.62,27.7,CALA,ETNA,V,B,1.62E-02,1.64E-02,1.67E-02,1.66E-02,2.31E-02,2.47E-02,2.71E-02,3.30E-02,4.65E-02,3.32E-02,3.24E-02,3.92E-02,3.75E-02,3.22E-02,3.68E-02,2.84E-02,1.31E-02,5.99E-03,4.98E-03,3.26E-03,1.05E-03,1.05E-03  
1003251357,6.3,0.0,104.99,33.8,CO,SMA-1,IV,B,6.75E-03,6.89E-03,6.92E-03,7.01E-03,7.53E-03,1.07E-02,1.95E-02,1.47E-02,1.60E-02,1.27E-02,1.52E-02,1.24E-02,9.07E-03,1.21E-02,4.09E-03,1.22E-03,5.49E-04,1.87E-04,9.88E-05,0.00E+00,0.00E+00,0.00E+00  
1004021934,6.0,0.0,85.73,29,CO,SMA-1,IV,B,1.17E-02,1.18E-02,1.18E-02,1.19E-02,1.22E-02,1.47E-02,1.69E-02,2.28E-02,2.34E-02,3.65E-02,3.91E-02,2.79E-02,2.14E-02,2.19E-02,6.45E-03,1.71E-03,9.73E-04,3.95E-04,2.03E-04,1.23E-04,5.30E-05,0.00E+00  
1101022020,7.2,0.0,174.11,24,CO,SMA-1,IV,B,1.97E-02,1.98E-02,1.99E-02,1.98E-02,1.98E-02,2.04E-02,2.10E-02,2.23E-02,2.43E-02,2.85E-02,2.97E-02,4.05E-02,4.10E-02,7.64E-02,3.85E-02,1.20E-02,6.74E-03,2.91E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1102112005,6.9,0.0,113.94,26,CO,SMA-1,IV,B,9.66E-02,9.67E-02,9.79E-02,1.01E-01,1.03E-01,1.05E-01,1.19E-01,1.72E-01,1.89E-01,1.78E-01,2.38E-01,2.13E-01,1.80E-01,2.83E-01,1.89E-01,4.10E-02,1.76E-02,1.15E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1102130851,5.8,0.0,38.63,20.7,CO,SMA-1,IV,B,4.56E-02,4.58E-02,4.59E-02,4.61E-02,4.69E-02,5.00E-02,6.44E-02,6.82E-02,9.23E-02,9.81E-02,7.75E-02,6.61E-02,8.81E-02,1.53E-01,4.42E-02,1.56E-02,8.42E-03,3.49E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1102140340,6.7,0.0,164.05,21,CO,SMA-1,IV,B,1.69E-02,1.69E-02,1.69E-02,1.70E-02,1.73E-02,1.77E-02,1.86E-02,1.90E-02,2.32E-02,2.40E-02,3.19E-02,3.83E-02,5.89E-02,4.49E-02,2.35E-02,8.39E-03,4.13E-03,1.63E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404012346,8.2,0.0,34.61,38.9,CUY,SMA-1,III,C,4.43E-01,4.46E-01,4.50E-01,4.57E-01,5.40E-01,6.61E-01,8.23E-01,9.52E-01,2.02E+00,1.98E+00,1.13E+00,5.14E-01,4.27E-01,1.80E-01,1.54E-01,7.06E-02,4.19E-02,1.55E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404040137,6.3,0.0,113.54,40.2,LOA,SMA-1,I,None,1.51E-02,1.51E-02,1.52E-02,1.54E-02,1.58E-02,1.84E-02,2.21E-02,2.45E-02,2.98E-02,3.98E-02,3.83E-02,2.90E-02,3.01E-02,2.52E-02,2.61E-02,7.07E-03,3.25E-03,1.86E-03,8.78E-04,0.00E+00,0.00E+00,0.00E+00  
1404110001,6.2,0.0,109.66,38.9,LOA,SMA-1,I,None,9.32E-03,9.34E-03,9.40E-03,9.51E-03,1.04E-02,1.03E-02,1.10E-02,1.48E-02,2.02E-02,1.92E-02,2.10E-02,1.58E-02,1.49E-02,1.52E-02,9.13E-03,2.90E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404012346,8.2,0.0,62.6,38.9,FUBA,QDR,IV,A,3.49E-01,3.52E-01,3.56E-01,3.63E-01,4.69E-01,7.44E-01,7.00E-01,1.18E+00,1.23E+00,5.90E-01,7.24E-01,8.46E-01,6.16E-01,3.60E-01,2.22E-01,8.61E-02,4.71E-02,4.15E-02,1.76E-02,1.13E-02,0.00E+00,0.00E+00  
1103061231,6.3,1.0,255.04,112.4,IQEC,ETNA,IV,B,1.53E-02,1.56E-02,1.69E-02,1.72E-02,2.30E-02,3.19E-02,4.63E-02,4.00E-02,3.79E-02,2.92E-02,3.95E-02,2.33E-02,1.23E-02,3.90E-03,3.48E-03,2.24E-03,9.80E-04,5.81E-04,4.07E-04,1.91E-04,7.14E-05,0.00E+00  
1104021059,5.9,1.0,146.36,100.5,IQEC,ETNA,IV,B,4.23E-02,4.29E-02,4.62E-02,4.74E-02,6.18E-02,1.06E-01,1.25E-01,8.16E-02,6.70E-02,7.83E-02,7.26E-02,3.68E-02,3.21E-02,1.71E-02,7.96E-03,2.72E-03,1.49E-03,7.67E-04,4.98E-04,3.08E-04,1.41E-04,8.22E-05  
1106201635,6.4,1.0,274.42,128.7,IQEC,ETNA,IV,B,3.10E-02,3.13E-02,3.16E-02,3.30E-02,3.82E-02,5.45E-02,6.70E-02,7.39E-02,8.30E-02,8.92E-02,1.07E-01,4.74E-02,4.30E-02,2.58E-02,1.43E-02,4.08E-03,2.77E-03,1.41E-03,1.06E-03,7.06E-04,2.58E-04,1.29E-04  
1205141000,6.2,1.0,266.14,119.6,IQEC,ETNA,IV,B,1.19E-02,1.22E-02,1.28E-02,1.37E-02,1.75E-02,2.88E-02,3.89E-02,2.96E-02,2.74E-02,2.70E-02,3.20E-02,2.49E-02,1.50E-02,7.93E-03,6.17E-03,2.21E-03,1.93E-03,7.90E-04,4.69E-04,2.99E-04,1.09E-04,5.71E-05  
1401040011,5.7,0.0,92.46,26.1,IQEC,ETNA,IV,B,2.24E-02,2.26E-02,2.31E-02,2.35E-02,2.60E-02,3.89E-02,5.65E-02,5.56E-02,5.09E-02,5.30E-02,4.24E-02,3.06E-02,1.28E-02,5.72E-03,3.99E-03,1.81E-03,1.01E-03,5.19E-04,2.70E-04,1.95E-04,1.14E-04,5.36E-05  
1403170511,6.4,0.0,101.77,28.3,IQEC,ETNA,IV,B,2.35E-02,2.37E-02,2.39E-02,2.44E-02,2.68E-02,4.24E-02,5.37E-02,6.61E-02,6.95E-02,8.44E-02,8.07E-02,6.34E-02,5.63E-02,1.54E-02,9.04E-03,4.13E-03,2.46E-03,2.26E-03,1.20E-03,8.64E-04,4.24E-04,0.00E+00  
1403241126,5.7,0.0,98.82,40.6,IQEC,ETNA,IV,B,1.61E-02,1.62E-02,1.66E-02,1.70E-02,1.88E-02,2.76E-02,3.53E-02,4.13E-02,4.76E-02,5.62E-02,5.37E-02,3.03E-02,2.36E-02,8.92E-03,5.06E-03,2.09E-03,1.17E-03,4.25E-04,2.34E-04,1.43E-04,6.46E-05,0.00E+00  
1404012346,8.2,0.0,33.69,38.9,IQEC,ETNA,IV,B,5.15E-01,5.50E-01,6.05E-01,6.36E-01,7.02E-01,7.63E-01,1.11E+00,1.51E+00,1.32E+00,1.14E+00,1.28E+00,1.27E+00,1.15E+00,5.41E-01,3.34E-01,1.07E-01,7.81E-02,4.36E-02,2.41E-02,1.54E-02,1.19E-02,0.00E+00  
1404020446,5.5,0.0,84.48,38.6,IQEC,ETNA,IV,B,1.15E-02,1.16E-02,1.16E-02,1.19E-02,1.26E-02,1.78E-02,1.84E-02,2.42E-02,2.57E-02,4.13E-02,3.70E-02,2.37E-02,2.80E-02,1.92E-02,9.71E-03,3.90E-03,1.61E-03,6.80E-04,3.77E-04,2.02E-04,1.01E-04,6.27E-05  
1404030158,6.5,0.0,59.74,30.7,IQEC,ETNA,IV,B,8.82E-02,8.89E-02,9.23E-02,9.53E-02,1.02E-01,1.70E-01,2.18E-01,2.56E-01,1.93E-01,1.93E-01,1.96E-01,3.01E-01,1.49E-01,8.41E-02,3.99E-02,1.59E-02,6.62E-03,2.71E-03,1.52E-03,9.40E-04,6.57E-04,0.00E+00  
1404030243,7.7,0.0,53.36,27.7,IQEC,ETNA,IV,B,4.54E-01,4.66E-01,5.77E-01,5.61E-01,5.92E-01,9.07E-01,9.97E-01,1.60E+00,9.03E-01,1.13E+00,1.12E+00,1.04E+00,7.70E-01,2.83E-01,1.60E-01,8.31E-02,4.38E-02,2.51E-02,1.62E-02,9.87E-03,6.96E-03,6.88E-03  
1404030526,6.4,0.0,92.38,38,IQEC,ETNA,IV,B,4.27E-02,4.29E-02,4.35E-02,4.41E-02,4.91E-02,6.70E-02,1.03E-01,1.30E-01,8.74E-02,1.08E-01,1.36E-01,7.26E-02,4.04E-02,1.72E-02,1.30E-02,5.04E-03,3.50E-03,2.16E-03,1.06E-03,7.08E-04,2.57E-04,0.00E+00  
1404040137,6.3,0.0,75.14,40.2,IQEC,ETNA,IV,B,3.22E-02,3.24E-02,3.31E-02,3.37E-02,3.53E-02,4.91E-02,6.53E-02,8.36E-02,8.54E-02,1.01E-01,7.72E-02,8.55E-02,4.46E-02,1.57E-02,8.79E-03,3.62E-03,2.62E-03,1.68E-03,6.85E-04,5.02E-04,1.96E-04,1.34E-04  
1404071343,5.7,0.0,94.55,35.6,IQEC,ETNA,IV,B,1.37E-02,1.39E-02,1.39E-02,1.41E-02,1.49E-02,1.96E-02,2.44E-02,3.74E-02,4.07E-02,5.51E-02,4.43E-02,3.62E-02,2.10E-02,9.64E-03,6.28E-03,2.72E-03,1.85E-03,8.61E-04,4.35E-04,2.38E-04,1.23E-04,0.00E+00  
1404110001,6.2,0.0,86.98,38.9,IQEC,ETNA,IV,B,3.22E-02,3.23E-02,3.29E-02,3.28E-02,3.49E-02,4.13E-02,5.75E-02,7.02E-02,7.38E-02,9.45E-02,8.64E-02,6.87E-02,5.19E-02,1.69E-02,1.67E-02,9.31E-03,4.35E-03,2.03E-03,1.38E-03,9.72E-04,4.00E-04,1.89E-04  
1404131211,5.5,0.0,78.64,23.6,IQEC,ETNA,IV,B,1.55E-02,1.57E-02,1.58E-02,1.61E-02,1.71E-02,2.48E-02,3.19E-02,3.51E-02,4.11E-02,5.26E-02,3.84E-02,2.29E-02,1.60E-02,7.29E-03,2.50E-03,1.12E-03,6.19E-04,4.44E-04,1.92E-04,1.10E-04,4.97E-05,0.00E+00  
1405170911,5.6,0.0,99.94,42.6,IQEC,ETNA,IV,B,1.31E-02,1.33E-02,1.33E-02,1.35E-02,1.44E-02,1.78E-02,2.49E-02,2.31E-02,3.61E-02,3.95E-02,4.24E-02,2.53E-02,1.97E-02,5.10E-03,2.32E-03,1.40E-03,6.94E-04,2.82E-04,1.95E-04,1.38E-04,5.37E-05,3.33E-05  
1405301532,5.6,1.0,131.83,59.6,IQEC,ETNA,IV,B,2.23E-02,2.26E-02,2.34E-02,2.44E-02,3.31E-02,4.81E-02,6.52E-02,4.32E-02,7.29E-02,6.24E-02,6.31E-02,2.16E-02,1.25E-02,6.80E-03,5.20E-03,2.50E-03,1.48E-03,5.06E-04,2.65E-04,1.64E-04,6.56E-05,4.02E-05  
1404012346,8.2,0.0,32.4,38.9,IQID,SMA-1,IV,A,2.73E-01,2.74E-01,2.77E-01,2.83E-01,3.42E-01,4.05E-01,4.65E-01,4.84E-01,6.17E-01,6.59E-01,6.58E-01,7.54E-01,4.45E-01,3.47E-01,2.35E-01,1.20E-01,6.43E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404030243,7.7,0.0,54.22,27.7,IQID,SMA-1,IV,A,1.62E-01,1.65E-01,1.67E-01,1.71E-01,2.01E-01,2.92E-01,4.48E-01,4.43E-01,4.11E-01,4.34E-01,3.18E-01,2.72E-01,2.19E-01,1.61E-01,1.19E-01,7.87E-02,4.58E-02,2.29E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
0203280456,6.5,1.0,277.9,122,IQUI,ETNA,IV,A,1.61E-02,1.64E-02,1.68E-02,1.76E-02,2.31E-02,2.71E-02,3.48E-02,4.33E-02,4.01E-02,4.50E-02,4.42E-02,3.20E-02,2.29E-02,8.05E-03,1.05E-02,5.22E-03,3.71E-03,1.89E-03,1.23E-03,7.06E-04,2.59E-04,1.23E-04  
1404012346,8.2,0.0,32.51,38.9,IQUI,ETNA,IV,A,2.52E-01,2.64E-01,2.92E-01,3.17E-01,4.11E-01,4.98E-01,4.54E-01,5.24E-01,5.15E-01,5.29E-01,6.08E-01,4.40E-01,3.31E-01,3.59E-01,2.82E-01,1.27E-01,5.60E-02,3.57E-02,2.46E-02,1.43E-02,0.00E+00,0.00E+00  
1404030158,6.5,0.0,59.28,30.7,IQUI,ETNA,IV,A,5.97E-02,6.00E-02,6.16E-02,6.29E-02,9.12E-02,1.02E-01,9.74E-02,1.29E-01,1.26E-01,1.69E-01,1.76E-01,9.87E-02,7.76E-02,5.44E-02,4.26E-02,2.11E-02,8.33E-03,3.04E-03,1.88E-03,1.23E-03,6.75E-04,0.00E+00  
1404030243,7.7,0.0,54.97,27.7,IQUI,ETNA,IV,A,1.70E-01,1.81E-01,1.75E-01,1.99E-01,3.11E-01,3.48E-01,3.77E-01,3.98E-01,4.51E-01,4.64E-01,3.41E-01,3.20E-01,2.50E-01,2.15E-01,1.07E-01,6.34E-02,4.05E-02,1.86E-02,1.48E-02,1.09E-02,0.00E+00,0.00E+00  
1404030526,6.4,0.0,94.38,38,IQUI,ETNA,IV,A,1.06E-02,1.07E-02,1.09E-02,1.09E-02,1.28E-02,1.92E-02,2.07E-02,3.60E-02,2.77E-02,2.44E-02,2.83E-02,2.22E-02,1.79E-02,1.12E-02,9.66E-03,5.04E-03,3.78E-03,2.20E-03,1.01E-03,6.35E-04,2.26E-04,1.61E-04  
1404040137,6.3,0.0,76.66,40.2,IQUI,ETNA,IV,A,1.25E-02,1.26E-02,1.28E-02,1.29E-02,1.43E-02,1.86E-02,2.31E-02,3.45E-02,3.45E-02,4.01E-02,3.28E-02,3.84E-02,2.34E-02,1.17E-02,5.91E-03,3.97E-03,1.96E-03,1.63E-03,6.60E-04,4.76E-04,1.78E-04,0.00E+00  
1404110001,6.2,0.0,88.68,38.9,IQUI,ETNA,IV,A,1.77E-02,1.79E-02,1.79E-02,1.79E-02,1.90E-02,1.91E-02,2.38E-02,3.99E-02,3.69E-02,4.20E-02,4.12E-02,4.35E-02,2.60E-02,1.85E-02,1.40E-02,1.55E-02,6.69E-03,2.90E-03,1.53E-03,9.16E-04,3.65E-04,2.02E-04  
1106201635,6.4,1.0,266.13,128.7,MJPU,ETNA,I,None,1.15E-02,1.15E-02,1.19E-02,1.24E-02,1.32E-02,1.34E-02,1.60E-02,4.02E-02,2.72E-02,3.05E-02,2.54E-02,2.59E-02,2.05E-02,8.23E-03,1.12E-02,3.58E-03,5.29E-03,1.67E-03,8.26E-04,4.00E-04,1.86E-04,1.00E-04  
1111050713,5.7,0.0,66.37,43.2,MJPU,ETNA,I,None,9.66E-02,9.71E-02,9.74E-02,9.91E-02,1.11E-01,1.17E-01,1.28E-01,2.22E-01,3.41E-01,2.57E-01,2.02E-01,1.57E-01,1.67E-01,5.85E-02,6.40E-02,3.31E-02,2.31E-02,1.04E-02,4.36E-03,2.50E-03,9.09E-04,4.86E-04  
1404012346,8.2,0.0,319.49,38.9,MJPU,ETNA,I,None,1.88E-02,1.89E-02,1.89E-02,1.89E-02,1.92E-02,1.95E-02,2.21E-02,3.26E-02,3.42E-02,3.29E-02,3.69E-02,4.67E-02,5.52E-02,4.70E-02,5.11E-02,1.95E-02,2.60E-02,2.63E-02,1.35E-02,6.54E-03,0.00E+00,0.00E+00  
1404030243,7.7,0.0,285.97,27.7,MJPU,ETNA,I,None,1.49E-02,1.50E-02,1.49E-02,1.52E-02,1.52E-02,1.58E-02,1.78E-02,3.12E-02,2.60E-02,2.61E-02,3.57E-02,3.50E-02,4.33E-02,2.58E-02,2.18E-02,1.47E-02,1.31E-02,1.27E-02,4.94E-03,3.31E-03,1.36E-03,0.00E+00  
1404012346,8.2,0.0,321.23,38.9,MEJI,ETNA,III,A,1.00E-02,1.01E-02,1.02E-02,1.03E-02,1.06E-02,1.16E-02,1.26E-02,1.57E-02,2.00E-02,2.04E-02,1.84E-02,2.90E-02,2.77E-02,1.84E-02,1.54E-02,1.08E-02,8.78E-03,5.53E-03,4.51E-03,3.30E-03,1.63E-03,0.00E+00  
1111050713,5.7,0.0,93.86,43.2,MICH,ETNA,VI,None,2.06E-02,2.11E-02,2.30E-02,2.54E-02,3.62E-02,6.09E-02,7.70E-02,4.59E-02,2.22E-02,2.88E-02,1.62E-02,8.13E-03,6.21E-03,4.14E-03,2.94E-03,1.41E-03,9.32E-04,4.66E-04,3.10E-04,1.79E-04,6.46E-05,0.00E+00  
1104021059,5.9,1.0,134.81,100.5,PICA,ETNA,III,B,5.39E-02,5.43E-02,5.53E-02,6.04E-02,7.97E-02,1.63E-01,1.63E-01,1.44E-01,1.35E-01,9.40E-02,5.91E-02,3.25E-02,1.55E-02,8.09E-03,3.72E-03,1.49E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1106201635,6.4,1.0,213.45,128.7,PICA,ETNA,III,B,5.17E-02,5.27E-02,5.41E-02,5.88E-02,8.24E-02,1.40E-01,1.54E-01,1.25E-01,1.31E-01,8.57E-02,6.43E-02,3.38E-02,3.87E-02,2.74E-02,1.28E-02,4.67E-03,2.68E-03,2.03E-03,1.61E-03,9.86E-04,3.70E-04,1.71E-04  
1404012346,8.2,0.0,111.57,38.9,PICA,ETNA,III,B,3.06E-01,3.08E-01,3.14E-01,3.20E-01,3.78E-01,6.75E-01,6.62E-01,6.72E-01,1.19E+00,6.69E-01,4.62E-01,2.34E-01,2.18E-01,2.10E-01,1.05E-01,7.36E-02,4.18E-02,2.34E-02,2.57E-02,1.58E-02,6.98E-03,0.00E+00  
1404030158,6.5,0.0,143.93,30.7,PICA,ETNA,III,B,5.59E-02,5.62E-02,5.73E-02,5.98E-02,7.15E-02,1.08E-01,1.79E-01,1.27E-01,2.33E-01,1.39E-01,1.15E-01,6.42E-02,3.02E-02,2.35E-02,1.23E-02,5.03E-03,2.49E-03,1.60E-03,1.34E-03,9.39E-04,4.28E-04,0.00E+00  
1404030243,7.7,0.0,126.32,27.7,PICA,ETNA,III,B,3.88E-01,3.92E-01,4.00E-01,4.14E-01,5.66E-01,7.92E-01,8.80E-01,1.33E+00,1.21E+00,1.00E+00,5.78E-01,4.15E-01,2.76E-01,2.00E-01,1.40E-01,5.68E-02,3.76E-02,2.48E-02,1.87E-02,1.48E-02,8.81E-03,0.00E+00  
1404040137,6.3,0.0,143.75,40.2,PICA,ETNA,III,B,2.77E-02,2.80E-02,2.81E-02,2.87E-02,2.97E-02,4.05E-02,5.75E-02,7.63E-02,1.04E-01,6.71E-02,6.13E-02,2.94E-02,2.04E-02,1.48E-02,9.24E-03,3.52E-03,1.99E-03,1.05E-03,5.63E-04,3.26E-04,1.91E-04,1.08E-04  
1404012346,8.2,0.0,84.49,38.9,POCO,SMA-1,VI,None,2.40E-01,2.42E-01,2.45E-01,2.51E-01,2.77E-01,3.51E-01,5.20E-01,6.46E-01,7.44E-01,7.73E-01,4.70E-01,3.66E-01,4.26E-01,3.45E-01,1.78E-01,1.37E-01,7.36E-02,2.61E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404030243,7.7,0.0,234.76,27.7,POCO,SMA-1,VI,None,8.14E-02,8.18E-02,8.28E-02,8.46E-02,9.14E-02,1.14E-01,1.70E-01,2.28E-01,2.51E-01,2.67E-01,1.72E-01,1.36E-01,1.47E-01,6.15E-02,4.77E-02,4.01E-02,2.34E-02,7.42E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
0204011959,6.3,1.0,190.8,67,PAMO,K2,III,B,2.62E-02,2.63E-02,2.71E-02,2.80E-02,3.22E-02,4.76E-02,4.81E-02,6.67E-02,6.46E-02,7.63E-02,4.96E-02,2.83E-02,3.82E-02,1.33E-02,5.80E-03,2.76E-03,1.61E-03,8.14E-04,3.81E-04,3.42E-04,1.99E-04,1.18E-04  
0306192304,5.6,0.0,67.9,26.1,PAMO,K2,III,B,2.91E-02,2.93E-02,2.99E-02,3.15E-02,3.47E-02,5.34E-02,7.33E-02,6.63E-02,7.46E-02,1.02E-01,9.28E-02,4.29E-02,1.96E-02,1.15E-02,8.27E-03,3.88E-03,2.16E-03,8.36E-04,4.57E-04,2.77E-04,1.09E-04,6.27E-05  
0412080603,5.8,0.0,51.25,33.2,PAMO,K2,III,B,2.67E-02,2.70E-02,2.81E-02,2.92E-02,4.68E-02,8.85E-02,8.78E-02,6.29E-02,8.07E-02,4.93E-02,2.90E-02,1.43E-02,1.21E-02,3.52E-03,2.18E-03,1.57E-03,9.69E-04,5.58E-04,2.27E-04,1.20E-04,5.50E-05,0.00E+00  
1204170350,6.7,0.0,181.38,35,PAMO,K2,III,B,2.11E-02,2.12E-02,2.14E-02,2.20E-02,2.54E-02,3.51E-02,3.64E-02,5.24E-02,9.10E-02,6.87E-02,4.57E-02,3.40E-02,2.53E-02,1.32E-02,8.64E-03,3.07E-03,1.26E-03,7.32E-04,3.57E-04,1.99E-04,1.36E-04,7.79E-05  
1403170511,6.4,0.0,131.31,28.3,PPAT,CUSP,III,A,1.24E-02,1.36E-02,1.78E-02,1.76E-02,1.39E-02,1.55E-02,1.49E-02,1.90E-02,2.08E-02,2.59E-02,2.41E-02,2.50E-02,2.24E-02,1.85E-02,1.18E-02,7.32E-03,7.52E-03,2.56E-03,2.17E-03,1.80E-03,0.00E+00,0.00E+00  
1404012346,8.2,0.0,75.43,38.9,PPAT,CUSP,III,A,1.10E-01,1.11E-01,1.14E-01,1.14E-01,1.19E-01,1.30E-01,1.76E-01,2.02E-01,3.00E-01,3.32E-01,3.85E-01,3.47E-01,2.64E-01,1.48E-01,8.59E-02,5.04E-02,2.96E-02,1.83E-02,8.08E-03,8.01E-03,4.42E-03,0.00E+00  
1404030243,7.7,0.0,50.33,27.7,PPAT,CUSP,III,A,1.01E-01,1.04E-01,1.07E-01,1.07E-01,1.17E-01,1.58E-01,1.88E-01,2.39E-01,2.44E-01,2.73E-01,3.07E-01,1.91E-01,2.47E-01,1.36E-01,9.04E-02,4.59E-02,3.27E-02,2.18E-02,1.36E-02,1.03E-02,0.00E+00,0.00E+00  
1404030243,7.7,0.0,277.32,27.7,PUTR,SMA-1,VI,None,3.37E-02,3.41E-02,3.44E-02,3.51E-02,4.06E-02,4.63E-02,4.94E-02,7.51E-02,7.93E-02,1.33E-01,8.24E-02,1.08E-01,1.14E-01,5.88E-02,3.43E-02,1.50E-02,8.05E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404030243,7.7,0.0,365.13,27.7,SPAT,ETNA,V,B,2.09E-02,2.11E-02,2.10E-02,2.10E-02,2.11E-02,2.14E-02,2.14E-02,2.30E-02,2.35E-02,2.85E-02,3.27E-02,3.56E-02,3.59E-02,3.76E-02,3.76E-02,5.55E-02,6.10E-02,2.03E-02,1.72E-02,7.21E-03,3.18E-03,2.50E-03  
1405161708,5.5,1.0,148.49,111.8,SPAT,ETNA,V,B,1.37E-02,1.46E-02,1.50E-02,1.59E-02,2.89E-02,3.09E-02,4.68E-02,3.41E-02,3.29E-02,2.65E-02,2.41E-02,1.24E-02,1.27E-02,3.69E-03,2.48E-03,2.63E-03,2.52E-03,1.07E-03,5.16E-04,2.95E-04,1.06E-04,5.73E-05  
0203280456,6.5,1.0,234.6,122,TOCP,ETNA,I,None,2.49E-02,2.76E-02,3.15E-02,3.24E-02,4.38E-02,6.36E-02,5.87E-02,5.64E-02,3.43E-02,3.41E-02,2.26E-02,3.60E-02,1.89E-02,1.05E-02,6.36E-03,2.94E-03,2.07E-03,2.04E-03,1.38E-03,8.79E-04,3.78E-04,1.89E-04  
1404012346,8.2,0.0,212.99,38.9,TOCO,SMA-1,I,None,2.64E-02,2.65E-02,2.68E-02,2.78E-02,3.74E-02,4.97E-02,7.71E-02,7.54E-02,6.39E-02,7.72E-02,6.08E-02,4.28E-02,6.01E-02,2.92E-02,1.72E-02,1.76E-02,1.57E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
